Título,URL,Término,Definición,URL_Imagen
Wikiloc | Ruta Maras - moray - maras - salinas - urubamba,https://es.wikiloc.com/rutas-senderismo/maras-moray-maras-salinas-urubamba-5234201,Distancia,"19,2 km"
Wikiloc | Ruta Trek Salcantay día 1. De Soraypampa a Chaullay por Abra Salcantay. Perú.,https://es.wikiloc.com/rutas-senderismo/trek-salcantay-dia-1-de-soraypampa-a-chaullay-por-abra-salcantay-peru-139791914,URL_Imagen,https://s0.wklcdn.com/image_21/641448/139791914/88642800.400x300.jpg
Wikiloc | Ruta Caminado por Cuzco,https://es.wikiloc.com/rutas-senderismo/caminado-por-cuzco-28719307,Distancia,"3,79 km"
Wikiloc | Ruta Caminado por Cuzco,https://es.wikiloc.com/rutas-senderismo/caminado-por-cuzco-28719307,Desnivel positivo,57 m
Wikiloc | Ruta Caminado por Cuzco,https://es.wikiloc.com/rutas-senderismo/caminado-por-cuzco-28719307,Dificultad técnica,Moderado
Wikiloc | Ruta Caminado por Cuzco,https://es.wikiloc.com/rutas-senderismo/caminado-por-cuzco-28719307,Desnivel negativo,57 m
Wikiloc | Ruta Caminado por Cuzco,https://es.wikiloc.com/rutas-senderismo/caminado-por-cuzco-28719307,Altitud máxima,3.468 m
Wikiloc | Ruta Caminado por Cuzco,https://es.wikiloc.com/rutas-senderismo/caminado-por-cuzco-28719307,TrailRank ,58 5
Wikiloc | Ruta Caminado por Cuzco,https://es.wikiloc.com/rutas-senderismo/caminado-por-cuzco-28719307,Altitud mínima,3.401 m
Wikiloc | Ruta Caminado por Cuzco,https://es.wikiloc.com/rutas-senderismo/caminado-por-cuzco-28719307,Tipo de ruta,Circular
Wikiloc | Ruta Caminado por Cuzco,https://es.wikiloc.com/rutas-senderismo/caminado-por-cuzco-28719307,Tiempo en movimiento,45 minutos
Wikiloc | Ruta Caminado por Cuzco,https://es.wikiloc.com/rutas-senderismo/caminado-por-cuzco-28719307,Tiempo,una hora 43 minutos
Wikiloc | Ruta Caminado por Cuzco,https://es.wikiloc.com/rutas-senderismo/caminado-por-cuzco-28719307,Coordenadas,613
Wikiloc | Ruta Caminado por Cuzco,https://es.wikiloc.com/rutas-senderismo/caminado-por-cuzco-28719307,Fecha de subida,16 de septiembre de 2018
Wikiloc | Ruta Caminado por Cuzco,https://es.wikiloc.com/rutas-senderismo/caminado-por-cuzco-28719307,Fecha de realización,septiembre 2018
Wikiloc | Ruta Caminado por Cuzco,https://es.wikiloc.com/rutas-senderismo/caminado-por-cuzco-28719307,URL_Imagen,https://s0.wklcdn.com/image_31/958217/28719308/18343971.400x300.jpg
Wikiloc | Ruta 2014-09-25 CUSCO,https://es.wikiloc.com/rutas-senderismo/2014-09-25-cusco-8362905,Distancia,"7,63 km"
Wikiloc | Ruta 2014-09-25 CUSCO,https://es.wikiloc.com/rutas-senderismo/2014-09-25-cusco-8362905,Desnivel positivo,113 m
Wikiloc | Ruta 2014-09-25 CUSCO,https://es.wikiloc.com/rutas-senderismo/2014-09-25-cusco-8362905,Dificultad técnica,Fácil
Wikiloc | Ruta 2014-09-25 CUSCO,https://es.wikiloc.com/rutas-senderismo/2014-09-25-cusco-8362905,Desnivel negativo,113 m
Wikiloc | Ruta 2014-09-25 CUSCO,https://es.wikiloc.com/rutas-senderismo/2014-09-25-cusco-8362905,Altitud máxima,3.499 m
Wikiloc | Ruta 2014-09-25 CUSCO,https://es.wikiloc.com/rutas-senderismo/2014-09-25-cusco-8362905,TrailRank ,48
Wikiloc | Ruta 2014-09-25 CUSCO,https://es.wikiloc.com/rutas-senderismo/2014-09-25-cusco-8362905,Altitud mínima,3.420 m
Wikiloc | Ruta 2014-09-25 CUSCO,https://es.wikiloc.com/rutas-senderismo/2014-09-25-cusco-8362905,Tipo de ruta,Circular
Wikiloc | Ruta 2014-09-25 CUSCO,https://es.wikiloc.com/rutas-senderismo/2014-09-25-cusco-8362905,Tiempo,6 horas 35 minutos
Wikiloc | Ruta 2014-09-25 CUSCO,https://es.wikiloc.com/rutas-senderismo/2014-09-25-cusco-8362905,Coordenadas,777
Wikiloc | Ruta 2014-09-25 CUSCO,https://es.wikiloc.com/rutas-senderismo/2014-09-25-cusco-8362905,Fecha de subida,30 de noviembre de 2014
Wikiloc | Ruta 2014-09-25 CUSCO,https://es.wikiloc.com/rutas-senderismo/2014-09-25-cusco-8362905,Fecha de realización,septiembre 2014
Wikiloc | Ruta 2014-09-25 CUSCO,https://es.wikiloc.com/rutas-senderismo/2014-09-25-cusco-8362905,URL_Imagen,https://s0.wklcdn.com/image_3/100798/8362905/4875438.400x300.jpg
Wikiloc | Ruta 72 Día 3 Salkantay - COLPAPAMPA – PLAYA SAHUAYACO,https://es.wikiloc.com/rutas-senderismo/dia-3-salkantay-trekking-colpapampa-playa-sahuayaco-112524525,Distancia,"9,96 km"
Wikiloc | Ruta 72 Día 3 Salkantay - COLPAPAMPA – PLAYA SAHUAYACO,https://es.wikiloc.com/rutas-senderismo/dia-3-salkantay-trekking-colpapampa-playa-sahuayaco-112524525,Desnivel positivo,521 m
Wikiloc | Ruta 72 Día 3 Salkantay - COLPAPAMPA – PLAYA SAHUAYACO,https://es.wikiloc.com/rutas-senderismo/dia-3-salkantay-trekking-colpapampa-playa-sahuayaco-112524525,Dificultad técnica,Moderado
Wikiloc | Ruta 72 Día 3 Salkantay - COLPAPAMPA – PLAYA SAHUAYACO,https://es.wikiloc.com/rutas-senderismo/dia-3-salkantay-trekking-colpapampa-playa-sahuayaco-112524525,Desnivel negativo,974 m
Wikiloc | Ruta 72 Día 3 Salkantay - COLPAPAMPA – PLAYA SAHUAYACO,https://es.wikiloc.com/rutas-senderismo/dia-3-salkantay-trekking-colpapampa-playa-sahuayaco-112524525,Altitud máxima,2.870 m
Wikiloc | Ruta 72 Día 3 Salkantay - COLPAPAMPA – PLAYA SAHUAYACO,https://es.wikiloc.com/rutas-senderismo/dia-3-salkantay-trekking-colpapampa-playa-sahuayaco-112524525,TrailRank ,37
Wikiloc | Ruta 72 Día 3 Salkantay - COLPAPAMPA – PLAYA SAHUAYACO,https://es.wikiloc.com/rutas-senderismo/dia-3-salkantay-trekking-colpapampa-playa-sahuayaco-112524525,Altitud mínima,2.336 m
Wikiloc | Ruta 72 Día 3 Salkantay - COLPAPAMPA – PLAYA SAHUAYACO,https://es.wikiloc.com/rutas-senderismo/dia-3-salkantay-trekking-colpapampa-playa-sahuayaco-112524525,Tipo de ruta,Solo ida
Wikiloc | Ruta 72 Día 3 Salkantay - COLPAPAMPA – PLAYA SAHUAYACO,https://es.wikiloc.com/rutas-senderismo/dia-3-salkantay-trekking-colpapampa-playa-sahuayaco-112524525,Tiempo en movimiento,2 horas 12 minutos
Wikiloc | Ruta 72 Día 3 Salkantay - COLPAPAMPA – PLAYA SAHUAYACO,https://es.wikiloc.com/rutas-senderismo/dia-3-salkantay-trekking-colpapampa-playa-sahuayaco-112524525,Tiempo,3 horas 40 minutos
Wikiloc | Ruta 72 Día 3 Salkantay - COLPAPAMPA – PLAYA SAHUAYACO,https://es.wikiloc.com/rutas-senderismo/dia-3-salkantay-trekking-colpapampa-playa-sahuayaco-112524525,Coordenadas,1685
Wikiloc | Ruta 72 Día 3 Salkantay - COLPAPAMPA – PLAYA SAHUAYACO,https://es.wikiloc.com/rutas-senderismo/dia-3-salkantay-trekking-colpapampa-playa-sahuayaco-112524525,Fecha de subida,2 de septiembre de 2022
Wikiloc | Ruta 72 Día 3 Salkantay - COLPAPAMPA – PLAYA SAHUAYACO,https://es.wikiloc.com/rutas-senderismo/dia-3-salkantay-trekking-colpapampa-playa-sahuayaco-112524525,Fecha de realización,septiembre 2022
Wikiloc | Ruta 72 Día 3 Salkantay - COLPAPAMPA – PLAYA SAHUAYACO,https://es.wikiloc.com/rutas-senderismo/dia-3-salkantay-trekking-colpapampa-playa-sahuayaco-112524525,URL_Imagen,https://s0.wklcdn.com/image_227/6829403/112524527/72420444.400x300.jpg
Wikiloc | Ruta Salkantay. Soraypampa-Lucmabamba,https://es.wikiloc.com/rutas-senderismo/salkantay-soraypampa-lucmabamba-24674640,Distancia,"39,42 km"
Wikiloc | Ruta Salkantay. Soraypampa-Lucmabamba,https://es.wikiloc.com/rutas-senderismo/salkantay-soraypampa-lucmabamba-24674640,Desnivel positivo,1.555 m
Wikiloc | Ruta Salkantay. Soraypampa-Lucmabamba,https://es.wikiloc.com/rutas-senderismo/salkantay-soraypampa-lucmabamba-24674640,Dificultad técnica,Difícil
Wikiloc | Ruta Salkantay. Soraypampa-Lucmabamba,https://es.wikiloc.com/rutas-senderismo/salkantay-soraypampa-lucmabamba-24674640,Desnivel negativo,3.109 m
Wikiloc | Ruta Salkantay. Soraypampa-Lucmabamba,https://es.wikiloc.com/rutas-senderismo/salkantay-soraypampa-lucmabamba-24674640,Altitud máxima,4.660 m
Wikiloc | Ruta Salkantay. Soraypampa-Lucmabamba,https://es.wikiloc.com/rutas-senderismo/salkantay-soraypampa-lucmabamba-24674640,TrailRank ,35
Wikiloc | Ruta Salkantay. Soraypampa-Lucmabamba,https://es.wikiloc.com/rutas-senderismo/salkantay-soraypampa-lucmabamba-24674640,Altitud mínima,2.019 m
Wikiloc | Ruta Salkantay. Soraypampa-Lucmabamba,https://es.wikiloc.com/rutas-senderismo/salkantay-soraypampa-lucmabamba-24674640,Tipo de ruta,Solo ida
Wikiloc | Ruta Salkantay. Soraypampa-Lucmabamba,https://es.wikiloc.com/rutas-senderismo/salkantay-soraypampa-lucmabamba-24674640,Tiempo en movimiento,8 horas 18 minutos
Wikiloc | Ruta Salkantay. Soraypampa-Lucmabamba,https://es.wikiloc.com/rutas-senderismo/salkantay-soraypampa-lucmabamba-24674640,Tiempo,un día 21 horas 38 minutos
Wikiloc | Ruta Salkantay. Soraypampa-Lucmabamba,https://es.wikiloc.com/rutas-senderismo/salkantay-soraypampa-lucmabamba-24674640,Coordenadas,6241
Wikiloc | Ruta Salkantay. Soraypampa-Lucmabamba,https://es.wikiloc.com/rutas-senderismo/salkantay-soraypampa-lucmabamba-24674640,Fecha de subida,7 de mayo de 2018
Wikiloc | Ruta Salkantay. Soraypampa-Lucmabamba,https://es.wikiloc.com/rutas-senderismo/salkantay-soraypampa-lucmabamba-24674640,Fecha de realización,mayo 2018
Wikiloc | Ruta Salkantay. Soraypampa-Lucmabamba,https://es.wikiloc.com/rutas-senderismo/salkantay-soraypampa-lucmabamba-24674640,URL_Imagen,https://s0.wklcdn.com/image_125/3758336/24674640/15719472.400x300.jpg
Wikiloc | Ruta CUSCO: CENTRO ARQUEOLOGICO PISAC TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-centro-arqueologico-pisac-trek-1d-138460144,Distancia,"7,84 km"
Wikiloc | Ruta CUSCO: CENTRO ARQUEOLOGICO PISAC TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-centro-arqueologico-pisac-trek-1d-138460144,Desnivel positivo,641 m
Wikiloc | Ruta CUSCO: CENTRO ARQUEOLOGICO PISAC TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-centro-arqueologico-pisac-trek-1d-138460144,Dificultad técnica,Fácil
Wikiloc | Ruta CUSCO: CENTRO ARQUEOLOGICO PISAC TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-centro-arqueologico-pisac-trek-1d-138460144,Desnivel negativo,886 m
Wikiloc | Ruta CUSCO: CENTRO ARQUEOLOGICO PISAC TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-centro-arqueologico-pisac-trek-1d-138460144,Altitud máxima,3.510 m
Wikiloc | Ruta CUSCO: CENTRO ARQUEOLOGICO PISAC TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-centro-arqueologico-pisac-trek-1d-138460144,TrailRank ,63 5
Wikiloc | Ruta CUSCO: CENTRO ARQUEOLOGICO PISAC TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-centro-arqueologico-pisac-trek-1d-138460144,Altitud mínima,3.038 m
Wikiloc | Ruta CUSCO: CENTRO ARQUEOLOGICO PISAC TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-centro-arqueologico-pisac-trek-1d-138460144,Tipo de ruta,Solo ida
Wikiloc | Ruta CUSCO: CENTRO ARQUEOLOGICO PISAC TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-centro-arqueologico-pisac-trek-1d-138460144,Tiempo,4 horas 50 minutos
Wikiloc | Ruta CUSCO: CENTRO ARQUEOLOGICO PISAC TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-centro-arqueologico-pisac-trek-1d-138460144,Coordenadas,1111
Wikiloc | Ruta CUSCO: CENTRO ARQUEOLOGICO PISAC TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-centro-arqueologico-pisac-trek-1d-138460144,Fecha de subida,22 de junio de 2023
Wikiloc | Ruta CUSCO: CENTRO ARQUEOLOGICO PISAC TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-centro-arqueologico-pisac-trek-1d-138460144,Fecha de realización,julio 2022
Wikiloc | Ruta CUSCO: CENTRO ARQUEOLOGICO PISAC TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-centro-arqueologico-pisac-trek-1d-138460144,URL_Imagen,https://s0.wklcdn.com/image_362/10877688/138460144/87896574.400x300.jpg
Wikiloc | Ruta Camino Salkantay Día 3: Chaullay- Lucmabamba,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-3-chaullay-lucmabamba-112919164,Distancia,"19,1 km"
Wikiloc | Ruta Camino Salkantay Día 3: Chaullay- Lucmabamba,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-3-chaullay-lucmabamba-112919164,Desnivel positivo,560 m
Wikiloc | Ruta Camino Salkantay Día 3: Chaullay- Lucmabamba,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-3-chaullay-lucmabamba-112919164,Dificultad técnica,Fácil
Wikiloc | Ruta Camino Salkantay Día 3: Chaullay- Lucmabamba,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-3-chaullay-lucmabamba-112919164,Desnivel negativo,1.409 m
Wikiloc | Ruta Camino Salkantay Día 3: Chaullay- Lucmabamba,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-3-chaullay-lucmabamba-112919164,Altitud máxima,2.882 m
Wikiloc | Ruta Camino Salkantay Día 3: Chaullay- Lucmabamba,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-3-chaullay-lucmabamba-112919164,TrailRank ,43
Wikiloc | Ruta Camino Salkantay Día 3: Chaullay- Lucmabamba,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-3-chaullay-lucmabamba-112919164,Altitud mínima,1.989 m
Wikiloc | Ruta Camino Salkantay Día 3: Chaullay- Lucmabamba,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-3-chaullay-lucmabamba-112919164,Tipo de ruta,Solo ida
Wikiloc | Ruta Camino Salkantay Día 3: Chaullay- Lucmabamba,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-3-chaullay-lucmabamba-112919164,Tiempo en movimiento,4 horas 26 minutos
Wikiloc | Ruta Camino Salkantay Día 3: Chaullay- Lucmabamba,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-3-chaullay-lucmabamba-112919164,Tiempo,6 horas 12 minutos
Wikiloc | Ruta Camino Salkantay Día 3: Chaullay- Lucmabamba,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-3-chaullay-lucmabamba-112919164,Coordenadas,3394
Wikiloc | Ruta Camino Salkantay Día 3: Chaullay- Lucmabamba,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-3-chaullay-lucmabamba-112919164,Fecha de subida,6 de septiembre de 2022
Wikiloc | Ruta Camino Salkantay Día 3: Chaullay- Lucmabamba,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-3-chaullay-lucmabamba-112919164,Fecha de realización,septiembre 2022
Wikiloc | Ruta Camino Salkantay Día 3: Chaullay- Lucmabamba,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-3-chaullay-lucmabamba-112919164,URL_Imagen,https://s0.wklcdn.com/image_319/9595055/112919170/72640365.700x525.jpg
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-104392596,Distancia,"63,52 km"
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-104392596,Desnivel positivo,3.829 m
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-104392596,Dificultad técnica,Difícil
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-104392596,Desnivel negativo,5.332 m
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-104392596,Altitud máxima,4.628 m
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-104392596,TrailRank ,38
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-104392596,Altitud mínima,1.773 m
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-104392596,Tipo de ruta,Solo ida
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-104392596,Coordenadas,1486
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-104392596,Fecha de subida,2 de junio de 2022
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-104392596,URL_Imagen,https://s0.wklcdn.com/image_92/2788168/104392596/67750788.400x300.jpg
"Wikiloc | Ruta CAMINO INCA, 2ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-2a-jornada-13520414,Distancia,"17,29 km"
"Wikiloc | Ruta CAMINO INCA, 2ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-2a-jornada-13520414,Desnivel positivo,4.108 m
"Wikiloc | Ruta CAMINO INCA, 2ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-2a-jornada-13520414,Dificultad técnica,Moderado
"Wikiloc | Ruta CAMINO INCA, 2ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-2a-jornada-13520414,Desnivel negativo,3.935 m
"Wikiloc | Ruta CAMINO INCA, 2ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-2a-jornada-13520414,Altitud máxima,4.255 m
"Wikiloc | Ruta CAMINO INCA, 2ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-2a-jornada-13520414,TrailRank ,36
"Wikiloc | Ruta CAMINO INCA, 2ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-2a-jornada-13520414,Altitud mínima,2.951 m
"Wikiloc | Ruta CAMINO INCA, 2ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-2a-jornada-13520414,Tipo de ruta,Solo ida
"Wikiloc | Ruta CAMINO INCA, 2ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-2a-jornada-13520414,Tiempo,23 horas 21 minutos
"Wikiloc | Ruta CAMINO INCA, 2ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-2a-jornada-13520414,Coordenadas,1530
"Wikiloc | Ruta CAMINO INCA, 2ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-2a-jornada-13520414,Fecha de subida,31 de mayo de 2016
"Wikiloc | Ruta CAMINO INCA, 2ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-2a-jornada-13520414,Fecha de realización,abril 2016
"Wikiloc | Ruta CAMINO INCA, 2ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-2a-jornada-13520414,URL_Imagen,https://s0.wklcdn.com/image_4/138462/13520414/8360643.400x300.jpg
Wikiloc | Ruta Qapaqñan al Antisuyo,https://es.wikiloc.com/rutas-senderismo/qapaqnan-al-antisuyo-109366006,Distancia,"6,73 km"
Wikiloc | Ruta Qapaqñan al Antisuyo,https://es.wikiloc.com/rutas-senderismo/qapaqnan-al-antisuyo-109366006,Desnivel positivo,256 m
Wikiloc | Ruta Qapaqñan al Antisuyo,https://es.wikiloc.com/rutas-senderismo/qapaqnan-al-antisuyo-109366006,Dificultad técnica,Moderado
Wikiloc | Ruta Qapaqñan al Antisuyo,https://es.wikiloc.com/rutas-senderismo/qapaqnan-al-antisuyo-109366006,Desnivel negativo,256 m
Wikiloc | Ruta Qapaqñan al Antisuyo,https://es.wikiloc.com/rutas-senderismo/qapaqnan-al-antisuyo-109366006,Altitud máxima,3.714 m
Wikiloc | Ruta Qapaqñan al Antisuyo,https://es.wikiloc.com/rutas-senderismo/qapaqnan-al-antisuyo-109366006,TrailRank ,40
Wikiloc | Ruta Qapaqñan al Antisuyo,https://es.wikiloc.com/rutas-senderismo/qapaqnan-al-antisuyo-109366006,Altitud mínima,3.491 m
Wikiloc | Ruta Qapaqñan al Antisuyo,https://es.wikiloc.com/rutas-senderismo/qapaqnan-al-antisuyo-109366006,Tipo de ruta,Circular
Wikiloc | Ruta Qapaqñan al Antisuyo,https://es.wikiloc.com/rutas-senderismo/qapaqnan-al-antisuyo-109366006,Tiempo en movimiento,2 horas 20 minutos
Wikiloc | Ruta Qapaqñan al Antisuyo,https://es.wikiloc.com/rutas-senderismo/qapaqnan-al-antisuyo-109366006,Tiempo,5 horas 54 minutos
Wikiloc | Ruta Qapaqñan al Antisuyo,https://es.wikiloc.com/rutas-senderismo/qapaqnan-al-antisuyo-109366006,Coordenadas,1163
Wikiloc | Ruta Qapaqñan al Antisuyo,https://es.wikiloc.com/rutas-senderismo/qapaqnan-al-antisuyo-109366006,Fecha de subida,31 de julio de 2022
Wikiloc | Ruta Qapaqñan al Antisuyo,https://es.wikiloc.com/rutas-senderismo/qapaqnan-al-antisuyo-109366006,Fecha de realización,julio 2022
Wikiloc | Ruta Qapaqñan al Antisuyo,https://es.wikiloc.com/rutas-senderismo/qapaqnan-al-antisuyo-109366006,URL_Imagen,https://s0.wklcdn.com/image_258/7763381/109366008/70544604.400x300.jpg
Wikiloc | Ruta Wayna Picchu o Huayna Picchu - Machu Picchu - PERÚ,https://es.wikiloc.com/rutas-senderismo/wayna-picchu-o-huayna-picchu-machu-picchu-peru-23100728,Distancia,"2,11 km"
Wikiloc | Ruta Wayna Picchu o Huayna Picchu - Machu Picchu - PERÚ,https://es.wikiloc.com/rutas-senderismo/wayna-picchu-o-huayna-picchu-machu-picchu-peru-23100728,Desnivel positivo,216 m
Wikiloc | Ruta Wayna Picchu o Huayna Picchu - Machu Picchu - PERÚ,https://es.wikiloc.com/rutas-senderismo/wayna-picchu-o-huayna-picchu-machu-picchu-peru-23100728,Dificultad técnica,Difícil
Wikiloc | Ruta Wayna Picchu o Huayna Picchu - Machu Picchu - PERÚ,https://es.wikiloc.com/rutas-senderismo/wayna-picchu-o-huayna-picchu-machu-picchu-peru-23100728,Desnivel negativo,216 m
Wikiloc | Ruta Wayna Picchu o Huayna Picchu - Machu Picchu - PERÚ,https://es.wikiloc.com/rutas-senderismo/wayna-picchu-o-huayna-picchu-machu-picchu-peru-23100728,Altitud máxima,2.690 m
Wikiloc | Ruta Wayna Picchu o Huayna Picchu - Machu Picchu - PERÚ,https://es.wikiloc.com/rutas-senderismo/wayna-picchu-o-huayna-picchu-machu-picchu-peru-23100728,TrailRank ,"42 4,7"
Wikiloc | Ruta Wayna Picchu o Huayna Picchu - Machu Picchu - PERÚ,https://es.wikiloc.com/rutas-senderismo/wayna-picchu-o-huayna-picchu-machu-picchu-peru-23100728,Altitud mínima,2.434 m
Wikiloc | Ruta Wayna Picchu o Huayna Picchu - Machu Picchu - PERÚ,https://es.wikiloc.com/rutas-senderismo/wayna-picchu-o-huayna-picchu-machu-picchu-peru-23100728,Tipo de ruta,Circular
Wikiloc | Ruta Wayna Picchu o Huayna Picchu - Machu Picchu - PERÚ,https://es.wikiloc.com/rutas-senderismo/wayna-picchu-o-huayna-picchu-machu-picchu-peru-23100728,Tiempo,2 horas 2 minutos
